Load GaoDataSet from dataset/solub_train.csv ... done (8205 lines, 14.448 seconds) 
>>> Training of the Model >>>
Start at:  Thu May 12 10:42:22 2022
PID:       807037
# of all graphs/labels:      8204
# of training graphs/labels: 6563
# of test graphs/labels:     1641
Learning rate:               1E-03
Batch size:                  64
Maximum epochs:              5
Output frequency:            1
Params filename prefix:      models/solub
Device:                      cuda:0
----------------------------------------------------------------------------------------------------
     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
         0          0.0051          0.0053         33.0704   models/solub-0
         1          0.0019          0.0025         31.2474   models/solub-1
         2          0.0012          0.0020         31.7205   models/solub-2
         3          0.0006          0.0017         31.3036   models/solub-3
         4          0.0006          0.0018         32.1579   models/solub-4
         5          0.0006          0.0018         32.1716   models/solub-5
----------------------------------------------------------------------------------------------------
Final loss: 0.0006
Total training time: 191.6715 seconds
>>> Training of the Model Accomplished! >>>
End at:  Thu May 12 10:45:33 2022
  168     -0.02288992     -0.02888510
  169     -0.02985831     -0.01782911
  170     -0.01642696     -0.03148130
  171     -0.00290989     -0.07759224
  172     -0.02989374     -0.02371966
  173     -0.01564215     -0.02969307
  174     -0.03474045     -0.02746181
  175     -0.01593725     -0.02839534
  176     -0.01382812     -0.02653869
  177     -0.00419714     -0.02885162
  178     -0.03480391     -0.02111954
  179     -0.01488376     -0.03187806
  180     -0.02870052     -0.02602922
  181     -0.00739971     -0.01674557
  182     -0.01363613     -0.00775255
  183     -0.01564107     -0.01828364
  184     -0.01304289     -0.02254802
  185     -0.03787097     -0.02392507
  186      0.00051717     -0.05495719
  187     -0.03722235     -0.01453074
  188     -0.01288413     -0.01782533
  189     -0.03426515     -0.03846585
  190     -0.01537019     -0.02994805
  191     -0.00473926     -0.02757703
  192     -0.01345164     -0.03160077
  193     -0.01034805     -0.02729621
  194     -0.02618909     -0.01365206
  195     -0.02630174     -0.03013502
  196     -0.03489775     -0.05001811
  197     -0.03657739     -0.02286839
  198      0.00364706     -0.03214812
  199     -0.03691147     -0.05891019
  200     -0.02634643     -0.03351194
  201     -0.01660725     -0.02606290
  202     -0.01506209     -0.03493675
  203     -0.01256019     -0.01800203
  204     -0.01212353     -0.02065148
  205     -0.01191963     -0.03215416
  206     -0.03655734     -0.03958640
  207     -0.00792614     -0.02712836
  208      0.01477465     -0.02282291
  209     -0.01761379     -0.02092633
  210     -0.03572826     -0.03975343
  211     -0.00664274     -0.03569644
  212     -0.03568272     -0.01165555
  213     -0.01779310     -0.04085241
  214     -0.02853442     -0.02022701
  215     -0.01661063     -0.01367954
  216     -0.01681228     -0.02943251
  217     -0.03760164     -0.05373386
  218      0.00257585     -0.03062447
  219     -0.02381758     -0.02530532
  220     -0.03788894     -0.01949538
  221     -0.00895221     -0.02141681
  222     -0.01421682     -0.01658785
  223     -0.03792223     -0.03804535
  224      0.01778381     -0.08127880
  225     -0.02447896     -0.02757493
  226     -0.02358435     -0.00426845
  227     -0.03807308     -0.03481532
  228     -0.00514719     -0.02381100
  229      0.01118999     -0.05619459
  230     -0.01536566     -0.03207926
  231     -0.03334081     -0.03320634
  232     -0.01417473     -0.03087720
  233     -0.03312637     -0.02037554
  234     -0.03688858     -0.02350389
  235     -0.03786455     -0.03238502
  236     -0.03182245     -0.02178000
  237     -0.02284356     -0.03116793
  238     -0.03663692     -0.02456233
  239     -0.03611067     -0.03088159
  240     -0.03166746     -0.01998885
  241     -0.03775826     -0.02386822
  242     -0.03671277     -0.01849470
  243      0.00715483     -0.03048394
  244     -0.01071262     -0.02379419
  245     -0.03663430     -0.01649644
  246     -0.03484233     -0.03834241
  247      0.00614506     -0.02401074
  248     -0.02045864     -0.02554037
  249     -0.02451774     -0.05001196
  250     -0.00085297     -0.02518423
  251     -0.02306988     -0.02620207
  252     -0.03783231     -0.02812507
  253     -0.02985935     -0.02234918
  254     -0.01812835     -0.03112800
  255     -0.03707419     -0.02316921
  256     -0.03009505     -0.02828324
  257     -0.03578288     -0.01481354
  258     -0.03787234     -0.03481224
  259     -0.02301752     -0.03725520
  260     -0.03669209     -0.05717978
  261     -0.03370156     -0.03153691
  262     -0.01372376     -0.01135371
  263     -0.03769466     -0.02027990
  264     -0.01722886     -0.02440004
  265     -0.02176434     -0.04058877
  266      0.01306430     -0.02912157
  267     -0.02354928     -0.03865626
  268     -0.01091458     -0.01759366
  269     -0.00714041     -0.02969456
  270     -0.00849974     -0.04670122
  271     -0.01556185     -0.02397081
  272     -0.01526301     -0.01738444
  273     -0.00883306     -0.02270014
  274      0.01467897     -0.03016667
  275     -0.01320939     -0.02907452
  276     -0.03752335     -0.03776247
  277     -0.01325734     -0.01576622
  278     -0.01276922     -0.02851123
  279     -0.03763220     -0.03079676
  280     -0.02403696     -0.03226421
  281     -0.02984517     -0.02768831
  282     -0.03575370     -0.02346961
  283     -0.02439951     -0.01237316
  284     -0.03773962     -0.02503666
  285     -0.03704292     -0.13715214
  286     -0.01222905     -0.01936179
  287     -0.02288105     -0.03032450
  288     -0.03491673     -0.02818466
  289     -0.03746570     -0.02486696
  290     -0.03087820     -0.02099286
  291     -0.02678106     -0.01541398
  292     -0.00645166     -0.01944712
  293     -0.03744680     -0.01490848
  294     -0.02263000     -0.02986855
  295      0.00350805     -0.03077920
  296      0.00109812     -0.05301594
  297     -0.01599569     -0.01473226
  298     -0.01839577     -0.02366623
  299     -0.03790983     -0.02148196
  300     -0.01428309     -0.02459463
  301     -0.03765246     -0.05196279
  302     -0.03752201     -0.03463793
  303     -0.03677124     -0.10072643
  304     -0.03531084     -0.02050439
  305     -0.00594173     -0.01858323
  306     -0.01954515     -0.02065489
  307     -0.00365428     -0.01550658
  308     -0.01108779     -0.02743913
  309     -0.02835430     -0.04454495
  310     -0.01341762     -0.02865497
  311     -0.03576353     -0.01288323
  312     -0.01830972     -0.02037708
  313     -0.01616877     -0.02114974
  314     -0.02087769     -0.06066692
  315     -0.03523023     -0.02080359
  316      0.00556683     -0.02553981
  317     -0.03763612     -0.02319174
  318      0.00184938     -0.03666564
  319     -0.03766073     -0.01312717
  320     -0.01896876     -0.05315502
  321      1.09556289     -0.01332559
  322     -0.00674200     -0.02865580
  323     -0.00534965     -0.02701239
  324     -0.03494092     -0.02162895
  325     -0.01811705     -0.02499822
  326     -0.03732016     -0.02350389
  327     -0.00800598     -0.02818821
  328     -0.01463689     -0.01923766
  329     -0.00938587     -0.04288922
  330     -0.00776347     -0.01203650
  331     -0.03698742     -0.04896716
  332     -0.00396112     -0.03445195
  333     -0.02982069     -0.02199123
  334      0.00869563     -0.02799623
  335     -0.01924865     -0.02117340
  336     -0.03588884     -0.04988141
  337     -0.01252091     -0.02119689
  338     -0.02724194     -0.01733162
  339     -0.03870281     -0.02388059
  340      0.00431857     -0.03605947
  341     -0.03783732     -0.05147079
  342     -0.03752140     -0.01776472
  343     -0.02592446     -0.03243075
  344     -0.00957860     -0.04649623
  345     -0.03456112     -0.02189547
  346     -0.02144402     -0.05135562
  347     -0.03727831     -0.02920002
  348     -0.00822793     -0.02533646
  349     -0.03861256     -0.02171842
  350     -0.03733983     -0.03035823
  351     -0.02680277     -0.01732992
  352     -0.03350756     -0.05805476
  353     -0.03342814     -0.02317997
  354     -0.03495437     -0.02102244
  355     -0.03741626     -0.01792917
  356     -0.00841098     -0.03374210
  357     -0.03194356     -0.01865425
  358     -0.03671513     -0.06338305
  359     -0.03074297     -0.02347611
  360     -0.03344904     -0.02631700
  361     -0.02659146     -0.02901058
  362     -0.03477076     -0.03088158
  363      0.01452694     -0.04582822
  364     -0.01307344     -0.02194367
  365     -0.02825076     -0.02389297
  366     -0.03723444     -0.03170235
  367     -0.02392515     -0.02171213
  368     -0.00923402     -0.03532781
  369     -0.03563093     -0.03305183
  370     -0.00593781     -0.03217120
  371     -0.03762201     -0.02096306
  372     -0.03434115     -0.01539248
  373     -0.03737603     -0.04726326
  374     -0.03695331     -0.00574586
  375      0.00500956     -0.02274537
  376     -0.03611980     -0.02452905
  377     -0.00456827     -0.01644247
  378     -0.01545734     -0.02463948
  379     -0.03742216     -0.02792004
  380     -0.03110162     -0.03127476
  381     -0.03126534     -0.02365950
  382     -0.00458997     -0.03119720
  383     -0.03763354     -0.02872874
  384     -0.01804167     -0.03419375
  385     -0.03852363     -0.02411785
  386     -0.02978355     -0.02101487
  387     -0.01905863     -0.02408454
  388      0.65226510     -0.02928539
  389     -0.03576733     -0.01892687
  390     -0.02681604     -0.02305298
  391     -0.02298019     -0.04555531
  392     -0.01281173     -0.01852918
  393     -0.03686888     -0.01701871
  394     -0.03778263     -0.01398147
  395     -0.02817133     -0.02570592
  396      0.19244942     -0.15846108
  397     -0.02614342     -0.02052261
  398     -0.03773867     -0.04160671
  399     -0.03555032     -0.02340886
  400     -0.01983331     -0.04053038
  401      0.00258179     -0.01405658
  402     -0.03778552     -0.04254126
  403      0.00470299     -0.03117017
  404     -0.02920681     -0.02258598
  405     -0.00841242     -0.02472866
  406     -0.03780083     -0.01908163
  407     -0.02691388     -0.02727599
  408     -0.03752692     -0.02239713
  409     -0.03383100     -0.01807409
  410     -0.02023763     -0.02111881
  411     -0.03449231     -0.05476679
  412     -0.03529977     -0.03240906
  413     -0.00908263     -0.03351194
  414      0.01539463     -0.04582416
  415     -0.03253626     -0.01633343
  416     -0.03682354     -0.02447930
  417     -0.02810517     -0.02247602
  418     -0.01409552     -0.03440331
  419      0.01522607     -0.02976314
  420     -0.03199173     -0.03567262
  421     -0.01681068     -0.02136586
  422     -0.02266622     -0.01405177
  423     -0.00527443     -0.02780545
  424     -0.03827278     -0.02198840
  425     -0.03682022     -0.02838105
  426     -0.03543796     -0.03958763
  427     -0.02188881     -0.02222626
  428     -0.03213331     -0.02025395
  429     -0.03165886     -0.03602332
  430     -0.02495019     -0.01932275
  431     -0.02601013     -0.01292795
  432     -0.01899835     -0.01187811
  433     -0.03735487     -0.01989011
  434     -0.00847053     -0.04691116
  435     -0.03169537     -0.04055328
  436     -0.00913933     -0.02900595
  437     -0.03448623     -0.03550876
  438     -0.00921882     -0.01983155
  439     -0.03601257     -0.01581087
  440     -0.03710789     -0.02056331
  441     -0.02787552     -0.01253233
  442     -0.01208795     -0.03270044
  443     -0.01640345     -0.02514984
  444     -0.02443826     -0.02621530
  445     -0.00369558     -0.05132001
  446     -0.03789298     -0.02012021
  447     -0.01219849     -0.02591252
  448     -0.00214269     -0.00844515
  449     -0.03697057     -0.03199598
  450     -0.03592641     -0.03623088
  451     -0.00666698     -0.02766319
  452     -0.01142407     -0.02156980
  453     -0.00204556     -0.02379302
  454     -0.03778719     -0.04151464
  455     -0.03708917     -0.02984875
  456      0.01771364     -0.02967644
  457     -0.01680678     -0.02478105
  458     -0.02918255     -0.02756889
  459     -0.03578825     -0.01973698
  460     -0.03616500     -0.04126506
  461     -0.03506241     -0.01600213
  462     -0.02947012     -0.02795599
  463     -0.02301031     -0.01508210
  464     -0.03579759     -0.03193831
  465     -0.03384311     -0.01292748
  466     -0.03782824     -0.01571255
  467     -0.03414791     -0.03033720
  468     -0.03153644     -0.01733983
  469     -0.00191978     -0.03303348
  470     -0.01215308     -0.00863793
  471      0.02019016     -0.03259990
  472     -0.03691946     -0.03033282
  473     -0.02803547     -0.01840013
  474     -0.03214944     -0.01950844
  475     -0.01526516     -0.03362856
  476     -0.00464390     -0.01812014
  477     -0.03728645     -0.03142832
  478     -0.03606696     -0.01676330
  479     -0.03734251     -0.05071774
  480      0.01115021     -0.02157494
  481     -0.02913566     -0.02103933
  482     -0.00672833     -0.03712585
  483     -0.02178931     -0.05775841
  484     -0.03786505     -0.02089732
  485      0.00291535     -0.03367196
  486     -0.00120135     -0.02809941
  487     -0.02960908     -0.01667861
  488     -0.01337861     -0.00552101
  489     -0.01974676     -0.02198020
  490     -0.01760563     -0.02978806
  491     -0.03305677     -0.01985219
  492     -0.03328273     -0.02987242
  493     -0.00380910     -0.02487774
  494     -0.01631514     -0.02352369
  495     -0.00974352     -0.03000087
  496     -0.03516909     -0.02595447
  497     -0.03281114     -0.02959623
  498     -0.01090106     -0.03302944
  499     -0.03263838     -0.02949499
  500     -0.02510117     -0.02024180
  501     -0.03470767     -0.01928806
  502     -0.00982330     -0.02852762
  503     -0.01025820     -0.04166549
  504     -0.01673400     -0.03275095
  505     -0.03260889     -0.05293506
  506      0.03590017     -0.06350541
  507     -0.01276529     -0.01501439
  508     -0.03080045     -0.02312556
  509     -0.02946162     -0.08814447
  510     -0.00596275     -0.02851884
  511     -0.00150390     -0.02834051
  512      0.01808144     -0.01777674
  513     -0.01642843     -0.05065969
  514     -0.03772126     -0.03528439
  515     -0.00236141     -0.01290816
  516     -0.03436032     -0.06035060
  517     -0.03753240     -0.03086954
  518     -0.03599838     -0.01386807
  519     -0.03326925     -0.03077398
  520     -0.03380287     -0.03014900
  521      0.00345192     -0.05516508
  522     -0.03688079     -0.03816098
  523      0.00323635     -0.03168389
  524     -0.02265573     -0.01904800
  525     -0.03776183     -0.02186746
  526     -0.02540661     -0.02434430
  527     -0.03741141     -0.02494875
  528     -0.03464276     -0.01563580
  529     -0.03245404     -0.01598080
  530     -0.01969559     -0.02602555
  531     -0.00382909     -0.02871316
  532     -0.01598350     -0.02835621
  533     -0.01614816     -0.01988159
  534     -0.03558267     -0.01305987
  535     -0.03266841     -0.01989770
  536     -0.00786825     -0.03669100
  537     -0.02364865     -0.01012182
  538     -0.03260806     -0.03416287
  539     -0.03683462     -0.02588418
  540      0.00801749     -0.01934502
  541     -0.00187062     -0.02652864
  542     -0.03798591     -0.02872171
  543     -0.03375484     -0.02260246
  544     -0.02623737     -0.03771526
  545     -0.01810223     -0.02120232
  546     -0.01693016     -0.02246214
  547     -0.02936438     -0.01735442
  548     -0.01808350     -0.02289286
  549     -0.01748209     -0.04186374
  550      0.01058841     -0.03141082
  551      0.00938486     -0.03022732
  552     -0.03313697     -0.00924193
  553     -0.03688590     -0.03266397
  554     -0.02455855     -0.02340645
  555     -0.02858402     -0.02711342
  556     -0.01107214     -0.03194857
  557      0.02747300     -0.03991115
  558     -0.03767767     -0.02744951
  559     -0.00613846     -0.02946807
  560     -0.03714720     -0.02142755
  561      0.01150339     -0.13908550
  562     -0.03487090     -0.02287766
  563     -0.03498335     -0.02489582
  564     -0.01301943     -0.02713083
  565     -0.03617050     -0.02191955
  566     -0.02017980     -0.02200168
  567     -0.02917887     -0.02286095
  568     -0.03722491     -0.01891685
  569     -0.03762466     -0.02307087
  570     -0.02563217     -0.03173558
  571     -0.03858230     -0.02901042
  572     -0.02073761     -0.02147391
  573      0.00983128     -0.02709542
  574     -0.03457051     -0.04295517
  575     -0.03726148     -0.04385649
  576     -0.03433837     -0.04119331
  577     -0.03148445     -0.02775561
  578     -0.03678790     -0.05052467
  579     -0.03730993     -0.02241820
  580     -0.03558150     -0.04973292
  581     -0.03404902     -0.02802159
  582     -0.03325787     -0.01506734
  583     -0.01175841     -0.01566807
  584     -0.02950319     -0.04998071
  585     -0.02422873     -0.09121083
  586     -0.03128529     -0.03366468
  587     -0.01458405     -0.03097458
  588     -0.02966904     -0.02850915
  589     -0.03635489     -0.02200647
  590     -0.01528725     -0.02269344
  591      0.00750044     -0.02843325
  592     -0.03351794     -0.02335572
  593     -0.01824295     -0.02229713
  594     -0.03826084     -0.03526839
  595     -0.02885682     -0.03759380
  596     -0.01558873     -0.02228627
  597     -0.02017148     -0.01351736
  598     -0.02849252     -0.03200740
  599     -0.03869431     -0.03639048
  600     -0.03616905     -0.01350778
  601     -0.01792616     -0.02451326
  602     -0.01551011     -0.03116872
  603     -0.02690002     -0.02249009
  604     -0.02402856     -0.02073918
  605     -0.00209956     -0.07660075
  606     -0.03653584     -0.04559151
  607     -0.02816372     -0.04797692
  608      0.00652838     -0.02852139
  609      0.00076896     -0.03509255
  610     -0.03413611     -0.03761554
  611     -0.02024946     -0.02240794
  612     -0.02132310     -0.02741624
  613     -0.03322315     -0.02694449
  614     -0.00883829     -0.03135206
  615     -0.01390496     -0.04666916
  616     -0.03723322     -0.01609756
  617     -0.01386473     -0.05993811
  618     -0.02658885     -0.02612298
  619     -0.02111989     -0.02712632
  620     -0.03283417     -0.05885691
  621     -0.03398216     -0.10367379
  622     -0.03728542     -0.02251098
  623      0.01451673     -0.02597284
  624     -0.01967181     -0.02713882
  625     -0.02463935     -0.03309234
  626      0.00862709     -0.02314680
  627     -0.02126644     -0.02824402
  628     -0.03689649     -0.01680024
  629     -0.02651568     -0.05641531
  630      0.00576662     -0.03161322
  631     -0.01753266     -0.01977336
  632     -0.03686576     -0.01583644
  633     -0.03740817     -0.02846689
  634     -0.02284878     -0.02075566
  635     -0.03471614     -0.04036025
  636     -0.00733915     -0.01788886
  637      0.02161294     -0.02781974
  638     -0.00545579     -0.04156277
  639      0.02289115     -0.03316767
  640     -0.03537585     -0.02510890
  641      0.00018203     -0.02406561
  642      0.01538425     -0.03240199
  643     -0.02491275     -0.02845816
  644      0.01864647     -0.03003593
  645     -0.03382643     -0.01506743
  646     -0.03788099     -0.02875010
  647     -0.00371364     -0.04874127
  648     -0.03392742     -0.03550876
  649     -0.03113610     -0.03013502
  650     -0.02134044     -0.01608708
  651     -0.03770668     -0.04169032
  652      0.00784756     -0.02191504
  653     -0.03217124     -0.02055722
  654     -0.03704929     -0.02447089
  655     -0.02906253     -0.01378852
  656     -0.03280445     -0.01688808
  657     -0.03627955     -0.02119748
  658     -0.03061087     -0.01897650
  659     -0.03766311     -0.04124071
  660     -0.03184786     -0.02290282
  661     -0.02489654     -0.01166632
  662     -0.03757000     -0.05643458
  663     -0.03176347     -0.03500043
  664     -0.01438650     -0.02750137
  665     -0.03720991     -0.03709420
  666     -0.01046040     -0.02734362
  667     -0.01995772     -0.02589265
  668     -0.01000363     -0.01747552
  669     -0.03637142     -0.10435134
  670     -0.02928513     -0.03313812
  671     -0.01596892     -0.01385783
  672     -0.02916813     -0.02458349
  673     -0.02641189     -0.02245308
  674     -0.03193379     -0.02327690
  675     -0.03666405     -0.02833567
  676     -0.01546104     -0.04865926
  677     -0.03642535     -0.06086603
  678     -0.03572826     -0.03975343
  679     -0.03776164     -0.03776622
  680     -0.03691030     -0.04293334
  681      0.01196785     -0.04142216
  682     -0.02650638     -0.01855958
  683     -0.01767943     -0.02105257
  684     -0.02854813     -0.03442758
  685      0.01982627     -0.02623438
  686     -0.03682672     -0.01952086
  687     -0.03132132     -0.01898455
  688     -0.00382957     -0.02630817
  689     -0.03745114     -0.03773662
  690     -0.03033294     -0.02541036
  691     -0.03325186     -0.02584360
  692     -0.03545354     -0.01178153
  693     -0.03783481     -0.02874215
  694      0.00868364     -0.02923681
  695     -0.02673659     -0.02855933
  696     -0.00961017     -0.05135441
  697     -0.03399194     -0.02695132
  698     -0.02163621     -0.01943875
  699     -0.02393048     -0.02207155
  700     -0.01198704     -0.02865647
  701      0.01775063     -0.02393422
  702     -0.01623558     -0.02053933
  703     -0.01368984     -0.03240406
  704     -0.02992586     -0.03657473
  705     -0.01358798     -0.02809254
  706     -0.01790236     -0.03776208
  707     -0.03058794     -0.02757293
  708     -0.01015467     -0.01697612
  709     -0.00363819     -0.02637329
  710     -0.03650276     -0.03049263
  711     -0.03290353     -0.02060419
  712     -0.01273473     -0.02758700
  713     -0.02838270     -0.01473765
  714     -0.03728392     -0.01539019
  715     -0.03696799     -0.01475767
  716     -0.01950673     -0.01915307
  717     -0.00565260     -0.02036907
  718     -0.03198641     -0.02008108
  719     -0.02250906     -0.02972792
  720     -0.02761394     -0.02728181
  721     -0.01897967     -0.05610698
  722     -0.03818160     -0.01767763
  723     -0.03636017     -0.02050641
  724     -0.01142449     -0.01820816
  725      0.02092141     -0.04169177
  726     -0.03667396     -0.02863552
  727      0.01905367     -0.04043350
  728     -0.01214023     -0.02132550
  729     -0.03504946     -0.05051139
  730     -0.01211575     -0.03202226
  731     -0.03452708     -0.03275871
  732     -0.01225519     -0.01885646
  733     -0.00193002     -0.01753887
  734      0.05049892     -0.07671717
  735      0.00311234     -0.03929162
  736     -0.00904633     -0.03757035
  737     -0.03333331     -0.01499086
  738     -0.03784667     -0.03768340
  739     -0.03418482     -0.02962187
  740     -0.03755026     -0.02416020
  741      0.00555207     -0.02515516
  742     -0.02856067     -0.03151867
  743     -0.01931512     -0.02871770
  744     -0.03398728     -0.05511646
  745      0.00430023     -0.02837906
  746     -0.02306900     -0.01868301
  747     -0.02523423     -0.02746395
  748     -0.03151730     -0.02355786
  749     -0.03401994     -0.01315365
  750     -0.00648838     -0.04418849
  751     -0.03789353     -0.02258812
  752     -0.02515418     -0.08009778
  753     -0.02332727     -0.02987912
  754     -0.03368121     -0.02682510
  755     -0.02474784     -0.03035063
  756     -0.01077396     -0.02423679
  757     -0.01679725     -0.04181155
  758     -0.03386057     -0.02000294
  759     -0.02332831     -0.02687355
  760     -0.03460680     -0.00923838
  761     -0.01365830      0.00631931
  762     -0.00211742     -0.04316837
  763     -0.00061844     -0.04401367
  764     -0.03520726     -0.03517803
  765     -0.03699456     -0.05575492
  766     -0.02861088     -0.02347501
  767     -0.00698089     -0.03517640
  768      0.00657704     -0.02478485
  769     -0.00538885     -0.02078907
